sample_id,dataset,split,video_path,annotation_path,features_path,gloss,translation,signer_id,duration_sec,num_frames,fps,metadata
RDxX3fWFvzY--219,ISLTranslate,train,,,,,Identify the changes that can be reversed in this process. Second item.,RDxX3fWFvzY,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""RDxX3fWFvzY--219""}"
RDxX3fWFvzY--221,ISLTranslate,train,,,,,Identify two changes that can be reversed. 4,RDxX3fWFvzY,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""RDxX3fWFvzY--221""}"
RDxX3fWFvzY--223,ISLTranslate,train,,,,,"clothing, nature and events around you.",RDxX3fWFvzY,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""RDxX3fWFvzY--223""}"
RDxX3fWFvzY--224,ISLTranslate,train,,,,,Identify the changes that can or cannot be reversed.,RDxX3fWFvzY,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""RDxX3fWFvzY--224""}"
wy_iZz_Y0xM--2,ISLTranslate,train,,,,,8.2,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--2""}"
wy_iZz_Y0xM--3,ISLTranslate,train,,,,,Gate of Animals,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--3""}"
wy_iZz_Y0xM--4,ISLTranslate,train,,,,,Earthworm,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--4""}"
wy_iZz_Y0xM--5,ISLTranslate,train,,,,,Activity 5,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--5""}"
wy_iZz_Y0xM--6,ISLTranslate,train,,,,,Observe an earthworm moving on soil in a garden.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--6""}"
wy_iZz_Y0xM--7,ISLTranslate,train,,,,,Gently lift it and place it on a piece of blotting or filter paper.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--7""}"
wy_iZz_Y0xM--8,ISLTranslate,train,,,,,Observe its movement.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--8""}"
wy_iZz_Y0xM--9,ISLTranslate,train,,,,,Figure 8.18,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--9""}"
wy_iZz_Y0xM--11,ISLTranslate,train,,,,,Observe its movement now.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--11""}"
wy_iZz_Y0xM--12,ISLTranslate,train,,,,,Is it different from that on paper?,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--12""}"
wy_iZz_Y0xM--13,ISLTranslate,train,,,,,In which of the above two surfaces?,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--13""}"
wy_iZz_Y0xM--14,ISLTranslate,train,,,,,Do you find that the earthworm is able to move easily?,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--14""}"
wy_iZz_Y0xM--15,ISLTranslate,train,,,,,The body of an earthworm is made up of many rings joined end to end.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--15""}"
wy_iZz_Y0xM--16,ISLTranslate,train,,,,,An earthworm does not have bones.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--16""}"
wy_iZz_Y0xM--17,ISLTranslate,train,,,,,It has muscles which help to extend and shorten the body.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--17""}"
wy_iZz_Y0xM--18,ISLTranslate,train,,,,,"During movement, the earthworm first extends the front part of the body.",wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--18""}"
wy_iZz_Y0xM--19,ISLTranslate,train,,,,,Keeping the rear portion fixed to the ground.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--19""}"
wy_iZz_Y0xM--21,ISLTranslate,train,,,,,Then it fixes the front end and releases the rear end.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--21""}"
wy_iZz_Y0xM--22,ISLTranslate,train,,,,,It then shortens the body and pulls the rear end forward.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--22""}"
wy_iZz_Y0xM--23,ISLTranslate,train,,,,,This makes it move forward by a small distance.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--23""}"
wy_iZz_Y0xM--24,ISLTranslate,train,,,,,"Repeating such muscle expansions and contractions, the earthworm can move through soil.",wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--24""}"
wy_iZz_Y0xM--25,ISLTranslate,train,,,,,Its body secrets are slimy substance to help the movement.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--25""}"
wy_iZz_Y0xM--26,ISLTranslate,train,,,,,Figure 8.18 shows movement of,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--26""}"
wy_iZz_Y0xM--27,ISLTranslate,train,,,,,earthworm,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--27""}"
wy_iZz_Y0xM--28,ISLTranslate,train,,,,,How does it fix parts of its body to the ground?,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--28""}"
wy_iZz_Y0xM--29,ISLTranslate,train,,,,,"Under its body, it has a large number of tiny bristles.",wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--29""}"
wy_iZz_Y0xM--31,ISLTranslate,train,,,,,The bristles are connected with muscles.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--31""}"
wy_iZz_Y0xM--32,ISLTranslate,train,,,,,The bristles help to get a good grip on the ground.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--32""}"
wy_iZz_Y0xM--33,ISLTranslate,train,,,,,The earthworm actually eats its way through the soil.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--33""}"
wy_iZz_Y0xM--34,ISLTranslate,train,,,,,Its body then shows away the undigested part of the material that it eats.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--34""}"
wy_iZz_Y0xM--35,ISLTranslate,train,,,,,This activity of an earthworm makes the soil more useful for plants.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--35""}"
wy_iZz_Y0xM--36,ISLTranslate,train,,,,,Snail,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--36""}"
wy_iZz_Y0xM--37,ISLTranslate,train,,,,,Activity 7,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--37""}"
wy_iZz_Y0xM--38,ISLTranslate,train,,,,,Observe a snail in your garden or in the field.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--38""}"
wy_iZz_Y0xM--39,ISLTranslate,train,,,,,Have you seen the rounded structure it carries on its back?,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--39""}"
wy_iZz_Y0xM--40,ISLTranslate,train,,,,,Figure 8.20,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--40""}"
wy_iZz_Y0xM--41,ISLTranslate,train,,,,,This is called the shell and it is the outer skeleton of the snail.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--41""}"
wy_iZz_Y0xM--42,ISLTranslate,train,,,,,but is not made of bones.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--42""}"
wy_iZz_Y0xM--43,ISLTranslate,train,,,,,The shell is a single unit and does not help in moving from place to place. It has to be dragged along.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--43""}"
wy_iZz_Y0xM--45,ISLTranslate,train,,,,,Please this nail on a glass plate and watch it.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--45""}"
wy_iZz_Y0xM--46,ISLTranslate,train,,,,,"When it starts moving, carefully lift the glass plate along with the snail over your head.",wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--46""}"
wy_iZz_Y0xM--47,ISLTranslate,train,,,,,Observe its movements from beneath.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--47""}"
wy_iZz_Y0xM--49,ISLTranslate,train,,,,,Page 75,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--49""}"
wy_iZz_Y0xM--51,ISLTranslate,train,,,,,The thick structure is its foot made of strong muscles.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--51""}"
wy_iZz_Y0xM--53,ISLTranslate,train,,,,,The very motion of the foot can be seen.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--53""}"
wy_iZz_Y0xM--54,ISLTranslate,train,,,,,Is the movement of a snail slow or fast as compared to an earthworm?,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--54""}"
wy_iZz_Y0xM--56,ISLTranslate,train,,,,,Activity 8,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--56""}"
wy_iZz_Y0xM--58,ISLTranslate,train,,,,,Figure 8.21,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--58""}"
wy_iZz_Y0xM--59,ISLTranslate,train,,,,,Cockroaches walk and climb as well as fly in the air.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--59""}"
wy_iZz_Y0xM--60,ISLTranslate,train,,,,,They have three pairs of legs.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--60""}"
wy_iZz_Y0xM--61,ISLTranslate,train,,,,,These help in walking.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--61""}"
wy_iZz_Y0xM--62,ISLTranslate,train,,,,,The body is covered with a hard outer skeleton.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--62""}"
wy_iZz_Y0xM--63,ISLTranslate,train,,,,,This outer skeleton is made of number of plates joined together and that permits movement.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--63""}"
wy_iZz_Y0xM--64,ISLTranslate,train,,,,,There are two pairs of wings attached to the body behind head.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--64""}"
wy_iZz_Y0xM--65,ISLTranslate,train,,,,,The cockroaches have distinct muscles.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--65""}"
wy_iZz_Y0xM--66,ISLTranslate,train,,,,,Those near the legs move the legs for walking.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--66""}"
wy_iZz_Y0xM--69,ISLTranslate,train,,,,,But,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--69""}"
wy_iZz_Y0xM--70,ISLTranslate,train,,,,,Birds fly in the air and walk on the ground.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--70""}"
wy_iZz_Y0xM--71,ISLTranslate,train,,,,,Some birds like ducks and swans also swim in water.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--71""}"
wy_iZz_Y0xM--72,ISLTranslate,train,,,,,The birds can fly because their bodies are well suited for flying.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--72""}"
wy_iZz_Y0xM--73,ISLTranslate,train,,,,,Their bones are hollow and light.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--73""}"
wy_iZz_Y0xM--74,ISLTranslate,train,,,,,The bones of the hind limbs are typical for walking and perching.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--74""}"
wy_iZz_Y0xM--75,ISLTranslate,train,,,,,The body parts of the four limbs are modified as wings. The shoulder bones are strong.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--75""}"
wy_iZz_Y0xM--76,ISLTranslate,train,,,,,The breast bones are modified to hold muscles of flight which are used to move the wings up and down. Figure 8.21 Shoes skeleton of a bird.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--76""}"
wy_iZz_Y0xM--77,ISLTranslate,train,,,,,Fish.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--77""}"
wy_iZz_Y0xM--79,ISLTranslate,train,,,,,"Make a paper boot, put it in water and push it with one narrow end pointing forward.",wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--79""}"
wy_iZz_Y0xM--80,ISLTranslate,train,,,,,Figure 8.22e,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--80""}"
wy_iZz_Y0xM--81,ISLTranslate,train,,,,,Did it go into the water easily?,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--81""}"
wy_iZz_Y0xM--82,ISLTranslate,train,,,,,Now hold the boat sideways and push it into the water from the broad side.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--82""}"
wy_iZz_Y0xM--83,ISLTranslate,train,,,,,Figure 8.22b,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--83""}"
wy_iZz_Y0xM--84,ISLTranslate,train,,,,,Are you able to make the boat move in water when you push it from the side?,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--84""}"
wy_iZz_Y0xM--85,ISLTranslate,train,,,,,Figure 8.23,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--85""}"
wy_iZz_Y0xM--86,ISLTranslate,train,,,,,Shows playing with boards,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--86""}"
wy_iZz_Y0xM--88,ISLTranslate,train,,,,,"Figure 8.23 shows, fishes.",wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--88""}"
wy_iZz_Y0xM--90,ISLTranslate,train,,,,,Have you noticed that the shape of a boat is somewhat like a fish?,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--90""}"
wy_iZz_Y0xM--92,ISLTranslate,train,,,,,The head and tail of the fish are smaller than the middle portion of the body.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--92""}"
wy_iZz_Y0xM--93,ISLTranslate,train,,,,,The body tapers at both ends.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--93""}"
wy_iZz_Y0xM--94,ISLTranslate,train,,,,,This body shape is called stream lined.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--94""}"
wy_iZz_Y0xM--96,ISLTranslate,train,,,,,"During swimming, muscles make the front part of the body curve to one side and the tail part swings towards the opposite side.",wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--96""}"
wy_iZz_Y0xM--97,ISLTranslate,train,,,,,The fish forms occur as shown in figure 8.24.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--97""}"
wy_iZz_Y0xM--98,ISLTranslate,train,,,,,Then quickly the body and tail curve to the other side.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--98""}"
wy_iZz_Y0xM--99,ISLTranslate,train,,,,,This makes a jerk and pushes the body forward.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--99""}"
wy_iZz_Y0xM--100,ISLTranslate,train,,,,,A series of such jerks make the fish swim ahead,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--100""}"
wy_iZz_Y0xM--101,ISLTranslate,train,,,,,This is helped by the fins of the tails.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--101""}"
wy_iZz_Y0xM--102,ISLTranslate,train,,,,,Figure 8.24 shows movement in fish.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--102""}"
wy_iZz_Y0xM--103,ISLTranslate,train,,,,,Fish also have other fins on their body which mainly help to keep the balance of the body and to keep direction while swimming.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--103""}"
wy_iZz_Y0xM--105,ISLTranslate,train,,,,,How to snakes move?,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--105""}"
wy_iZz_Y0xM--107,ISLTranslate,train,,,,,Does it move straight?,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--107""}"
wy_iZz_Y0xM--108,ISLTranslate,train,,,,,Figure 8.26,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--108""}"
wy_iZz_Y0xM--109,ISLTranslate,train,,,,,Sninks have a long backbone.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--109""}"
wy_iZz_Y0xM--110,ISLTranslate,train,,,,,They have many thin muscles. They are...,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--110""}"
wy_iZz_Y0xM--111,ISLTranslate,train,,,,,connected to each other.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--111""}"
wy_iZz_Y0xM--112,ISLTranslate,train,,,,,even though they are far from one another.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--112""}"
wy_iZz_Y0xM--113,ISLTranslate,train,,,,,"Muscles also interconnect the backbone, ribs and skin.",wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--113""}"
wy_iZz_Y0xM--114,ISLTranslate,train,,,,,The snake's body curves into many loops.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--114""}"
wy_iZz_Y0xM--117,ISLTranslate,train,,,,,The snake moves forward very fast and not in a straight line.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--117""}"
wy_iZz_Y0xM--118,ISLTranslate,train,,,,,We have learned about the use of bones and muscles for the movements of different animals.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--118""}"
wy_iZz_Y0xM--120,ISLTranslate,train,,,,,So must you be having many unanswered questions buzzing in your mind?,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--120""}"
wy_iZz_Y0xM--121,ISLTranslate,train,,,,,Figure 8.25 shows movement in a stink.,wy_iZz_Y0xM,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""wy_iZz_Y0xM--121""}"
0EaLX2t1wPU_e1,ISLTranslate,train,,,,,His response to the accusation was rapid.,,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""0EaLX2t1wPU_e1""}"
0EaLX2t1wPU_w,ISLTranslate,train,,,,,rapid,,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""0EaLX2t1wPU_w""}"
0FUZJWoZ7Ho_d,ISLTranslate,train,,,,,having little value or importance,,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""0FUZJWoZ7Ho_d""}"
0FUZJWoZ7Ho_e1,ISLTranslate,train,,,,,The story spends too much time on trivial matters.,,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""0FUZJWoZ7Ho_e1""}"
0FUZJWoZ7Ho_w,ISLTranslate,train,,,,,trivial,,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""0FUZJWoZ7Ho_w""}"
0gXoXdqFarg_d,ISLTranslate,train,,,,,money that is paid to someone in exchange for something that has been lost or damaged or for some problem,,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""0gXoXdqFarg_d""}"
0gXoXdqFarg_e1,ISLTranslate,train,,,,,"She received Rs 40,000 in compensation for a lost eye.",,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""0gXoXdqFarg_e1""}"
0gXoXdqFarg_e2,ISLTranslate,train,,,,,You should claim/seek compensation.,,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""0gXoXdqFarg_e2""}"
0gXoXdqFarg_w,ISLTranslate,train,,,,,compensation,,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""0gXoXdqFarg_w""}"
0k_QNlHob74_e1,ISLTranslate,train,,,,,Our car broke down and we had to push it off the road.,,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""0k_QNlHob74_e1""}"
0k_QNlHob74_e3,ISLTranslate,train,,,,,Oh no - has your washing machine broken down again?,,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""0k_QNlHob74_e3""}"
0k_QNlHob74_w,ISLTranslate,train,,,,,break down,,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""0k_QNlHob74_w""}"
0pth6-vW81w_e1,ISLTranslate,train,,,,,You need to be more decisive,0pth6,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""0pth6-vW81w_e1""}"
0pth6-vW81w_e2,ISLTranslate,train,,,,,Man is a decisive factor in doing everything.,0pth6,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""0pth6-vW81w_e2""}"
0pth6-vW81w_e3,ISLTranslate,train,,,,,The government must take decisive action on gun control.,0pth6,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""0pth6-vW81w_e3""}"
0pth6-vW81w_e4,ISLTranslate,train,,,,,In business Ajay was clear-headed and decisive.,0pth6,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""0pth6-vW81w_e4""}"
0pth6-vW81w_w,ISLTranslate,train,,,,,decisive,0pth6,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""0pth6-vW81w_w""}"
0u6f9dxpCAI_d,ISLTranslate,train,,,,,a member of the government in Britain and many other countries who is in charge of a particular department or has an important position in it,,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""0u6f9dxpCAI_d""}"
0u6f9dxpCAI_e1,ISLTranslate,train,,,,,"The matter is closed, "" said the health minister.",,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""0u6f9dxpCAI_e1""}"
0u6f9dxpCAI_w,ISLTranslate,train,,,,,minister,,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""0u6f9dxpCAI_w""}"
0WtA2tG2DYA_w,ISLTranslate,train,,,,,tact,,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""0WtA2tG2DYA_w""}"
0YoN6sdJ84Y_d,ISLTranslate,train,,,,,"to behave as if something is true when you know that it is not, especially in order to deceive people or as a game",,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""0YoN6sdJ84Y_d""}"
0YoN6sdJ84Y_e1,ISLTranslate,train,,,,,She's not really hurt - she's only pretending.,,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""0YoN6sdJ84Y_e1""}"
0YoN6sdJ84Y_e2,ISLTranslate,train,,,,,I used to pretend when I was young.,,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""0YoN6sdJ84Y_e2""}"
0YoN6sdJ84Y_w,ISLTranslate,train,,,,,pretend,,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""0YoN6sdJ84Y_w""}"
1A_qjxuOGNg_d,ISLTranslate,train,,,,,an uncomfortable feeling when you doubt if you are doing the right thing,,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""1A_qjxuOGNg_d""}"
1A_qjxuOGNg_e1,ISLTranslate,train,,,,,She had no qualms about lying to the police.,,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""1A_qjxuOGNg_e1""}"
