sample_id,video_reference,local_status,annotation_valid,char_length,word_count,error_reason
MNP9CuOXrHg--131,MNP9CuOXrHg--131,REMOTE_ONLY,True,48,10,None
MNP9CuOXrHg--132,MNP9CuOXrHg--132,REMOTE_ONLY,True,55,8,None
MNP9CuOXrHg--133,MNP9CuOXrHg--133,REMOTE_ONLY,True,10,2,None
MNP9CuOXrHg--134,MNP9CuOXrHg--134,REMOTE_ONLY,True,60,14,None
MNP9CuOXrHg--135,MNP9CuOXrHg--135,REMOTE_ONLY,True,59,13,None
MNP9CuOXrHg--136,MNP9CuOXrHg--136,REMOTE_ONLY,True,11,2,None
MNP9CuOXrHg--137,MNP9CuOXrHg--137,REMOTE_ONLY,True,140,25,None
MNP9CuOXrHg--138,MNP9CuOXrHg--138,REMOTE_ONLY,True,38,6,None
MNP9CuOXrHg--139,MNP9CuOXrHg--139,REMOTE_ONLY,True,66,13,None
MNP9CuOXrHg--140,MNP9CuOXrHg--140,REMOTE_ONLY,True,93,15,None
MNP9CuOXrHg--141,MNP9CuOXrHg--141,REMOTE_ONLY,True,43,8,None
MNP9CuOXrHg--142,MNP9CuOXrHg--142,REMOTE_ONLY,True,54,10,None
MNP9CuOXrHg--143,MNP9CuOXrHg--143,REMOTE_ONLY,True,21,5,None
MNP9CuOXrHg--144,MNP9CuOXrHg--144,REMOTE_ONLY,True,46,9,None
MNP9CuOXrHg--145,MNP9CuOXrHg--145,REMOTE_ONLY,True,80,17,None
MNP9CuOXrHg--146,MNP9CuOXrHg--146,REMOTE_ONLY,True,13,3,None
MNP9CuOXrHg--147,MNP9CuOXrHg--147,REMOTE_ONLY,True,79,15,None
MNP9CuOXrHg--148,MNP9CuOXrHg--148,REMOTE_ONLY,True,63,11,None
MNP9CuOXrHg--149,MNP9CuOXrHg--149,REMOTE_ONLY,True,57,9,None
MNP9CuOXrHg--150,MNP9CuOXrHg--150,REMOTE_ONLY,True,5,1,None
MNP9CuOXrHg--151,MNP9CuOXrHg--151,REMOTE_ONLY,True,72,12,None
MNP9CuOXrHg--152,MNP9CuOXrHg--152,REMOTE_ONLY,True,115,22,None
MNP9CuOXrHg--153,MNP9CuOXrHg--153,REMOTE_ONLY,True,302,55,None
MNP9CuOXrHg--154,MNP9CuOXrHg--154,REMOTE_ONLY,True,17,3,None
MNP9CuOXrHg--155,MNP9CuOXrHg--155,REMOTE_ONLY,True,51,8,None
MNP9CuOXrHg--156,MNP9CuOXrHg--156,REMOTE_ONLY,True,41,8,None
MNP9CuOXrHg--157,MNP9CuOXrHg--157,REMOTE_ONLY,True,5,1,None
nSQUhb44s5M--0,nSQUhb44s5M--0,REMOTE_ONLY,True,5,1,None
nSQUhb44s5M--1,nSQUhb44s5M--1,REMOTE_ONLY,True,8,2,None
nSQUhb44s5M--2,nSQUhb44s5M--2,REMOTE_ONLY,True,15,3,None
nSQUhb44s5M--3,nSQUhb44s5M--3,REMOTE_ONLY,True,30,4,None
nSQUhb44s5M--4,nSQUhb44s5M--4,REMOTE_ONLY,True,59,12,None
nSQUhb44s5M--5,nSQUhb44s5M--5,REMOTE_ONLY,True,35,8,None
nSQUhb44s5M--6,nSQUhb44s5M--6,REMOTE_ONLY,True,34,7,None
nSQUhb44s5M--7,nSQUhb44s5M--7,REMOTE_ONLY,True,48,8,None
nSQUhb44s5M--8,nSQUhb44s5M--8,REMOTE_ONLY,True,66,13,None
nSQUhb44s5M--9,nSQUhb44s5M--9,REMOTE_ONLY,True,8,1,None
nSQUhb44s5M--10,nSQUhb44s5M--10,REMOTE_ONLY,True,26,5,None
nSQUhb44s5M--11,nSQUhb44s5M--11,REMOTE_ONLY,True,27,4,None
nSQUhb44s5M--13,nSQUhb44s5M--13,REMOTE_ONLY,True,71,14,None
nSQUhb44s5M--14,nSQUhb44s5M--14,REMOTE_ONLY,True,35,7,None
nSQUhb44s5M--15,nSQUhb44s5M--15,REMOTE_ONLY,True,23,4,None
nSQUhb44s5M--16,nSQUhb44s5M--16,REMOTE_ONLY,True,27,4,None
nSQUhb44s5M--17,nSQUhb44s5M--17,REMOTE_ONLY,True,4,1,None
nSQUhb44s5M--18,nSQUhb44s5M--18,REMOTE_ONLY,True,9,2,None
nSQUhb44s5M--19,nSQUhb44s5M--19,REMOTE_ONLY,True,24,4,None
nSQUhb44s5M--20,nSQUhb44s5M--20,REMOTE_ONLY,True,4,1,None
nSQUhb44s5M--22,nSQUhb44s5M--22,REMOTE_ONLY,True,12,2,None
nSQUhb44s5M--24,nSQUhb44s5M--24,REMOTE_ONLY,True,4,1,None
nSQUhb44s5M--25,nSQUhb44s5M--25,REMOTE_ONLY,True,16,3,None
nSQUhb44s5M--27,nSQUhb44s5M--27,REMOTE_ONLY,True,18,3,None
nSQUhb44s5M--28,nSQUhb44s5M--28,REMOTE_ONLY,True,3,1,None
nSQUhb44s5M--29,nSQUhb44s5M--29,REMOTE_ONLY,True,12,2,None
nSQUhb44s5M--30,nSQUhb44s5M--30,REMOTE_ONLY,True,4,1,None
nSQUhb44s5M--31,nSQUhb44s5M--31,REMOTE_ONLY,True,4,1,None
nSQUhb44s5M--32,nSQUhb44s5M--32,REMOTE_ONLY,True,10,2,None
nSQUhb44s5M--34,nSQUhb44s5M--34,REMOTE_ONLY,True,3,1,None
nSQUhb44s5M--35,nSQUhb44s5M--35,REMOTE_ONLY,True,3,1,None
nSQUhb44s5M--36,nSQUhb44s5M--36,REMOTE_ONLY,True,6,1,None
nSQUhb44s5M--37,nSQUhb44s5M--37,REMOTE_ONLY,True,9,2,None
nSQUhb44s5M--38,nSQUhb44s5M--38,REMOTE_ONLY,True,6,1,None
nSQUhb44s5M--39,nSQUhb44s5M--39,REMOTE_ONLY,True,4,1,None
nSQUhb44s5M--40,nSQUhb44s5M--40,REMOTE_ONLY,True,7,1,None
nSQUhb44s5M--41,nSQUhb44s5M--41,REMOTE_ONLY,True,4,1,None
nSQUhb44s5M--42,nSQUhb44s5M--42,REMOTE_ONLY,True,4,1,None
nSQUhb44s5M--43,nSQUhb44s5M--43,REMOTE_ONLY,True,7,1,None
nSQUhb44s5M--44,nSQUhb44s5M--44,REMOTE_ONLY,True,5,1,None
nSQUhb44s5M--45,nSQUhb44s5M--45,REMOTE_ONLY,True,29,7,None
nSQUhb44s5M--46,nSQUhb44s5M--46,REMOTE_ONLY,True,18,3,None
nSQUhb44s5M--48,nSQUhb44s5M--48,REMOTE_ONLY,True,1,1,None
nSQUhb44s5M--49,nSQUhb44s5M--49,REMOTE_ONLY,True,65,13,None
nSQUhb44s5M--50,nSQUhb44s5M--50,REMOTE_ONLY,True,39,7,None
nSQUhb44s5M--51,nSQUhb44s5M--51,REMOTE_ONLY,True,18,6,None
nSQUhb44s5M--52,nSQUhb44s5M--52,REMOTE_ONLY,True,41,8,None
nSQUhb44s5M--54,nSQUhb44s5M--54,REMOTE_ONLY,True,33,7,None
nSQUhb44s5M--55,nSQUhb44s5M--55,REMOTE_ONLY,True,15,3,None
nSQUhb44s5M--56,nSQUhb44s5M--56,REMOTE_ONLY,True,78,11,None
nSQUhb44s5M--57,nSQUhb44s5M--57,REMOTE_ONLY,True,58,10,None
nSQUhb44s5M--58,nSQUhb44s5M--58,REMOTE_ONLY,True,21,4,None
nSQUhb44s5M--59,nSQUhb44s5M--59,REMOTE_ONLY,True,74,16,None
nSQUhb44s5M--61,nSQUhb44s5M--61,REMOTE_ONLY,True,10,3,None
nSQUhb44s5M--62,nSQUhb44s5M--62,REMOTE_ONLY,True,44,8,None
nSQUhb44s5M--63,nSQUhb44s5M--63,REMOTE_ONLY,True,21,4,None
nSQUhb44s5M--64,nSQUhb44s5M--64,REMOTE_ONLY,True,42,7,None
nSQUhb44s5M--65,nSQUhb44s5M--65,REMOTE_ONLY,True,29,5,None
nSQUhb44s5M--66,nSQUhb44s5M--66,REMOTE_ONLY,True,40,8,None
nSQUhb44s5M--67,nSQUhb44s5M--67,REMOTE_ONLY,True,24,4,None
nSQUhb44s5M--68,nSQUhb44s5M--68,REMOTE_ONLY,True,27,5,None
nSQUhb44s5M--69,nSQUhb44s5M--69,REMOTE_ONLY,True,16,4,None
nSQUhb44s5M--70,nSQUhb44s5M--70,REMOTE_ONLY,True,36,7,None
nSQUhb44s5M--71,nSQUhb44s5M--71,REMOTE_ONLY,True,1,1,None
nSQUhb44s5M--72,nSQUhb44s5M--72,REMOTE_ONLY,True,11,2,None
nSQUhb44s5M--73,nSQUhb44s5M--73,REMOTE_ONLY,True,39,8,None
nSQUhb44s5M--74,nSQUhb44s5M--74,REMOTE_ONLY,True,42,9,None
nSQUhb44s5M--75,nSQUhb44s5M--75,REMOTE_ONLY,True,14,3,None
nSQUhb44s5M--76,nSQUhb44s5M--76,REMOTE_ONLY,True,6,2,None
nSQUhb44s5M--77,nSQUhb44s5M--77,REMOTE_ONLY,True,57,11,None
nSQUhb44s5M--78,nSQUhb44s5M--78,REMOTE_ONLY,True,1,1,None
nSQUhb44s5M--80,nSQUhb44s5M--80,REMOTE_ONLY,True,36,6,None
nSQUhb44s5M--81,nSQUhb44s5M--81,REMOTE_ONLY,True,17,4,None
nSQUhb44s5M--82,nSQUhb44s5M--82,REMOTE_ONLY,True,63,11,None
nSQUhb44s5M--83,nSQUhb44s5M--83,REMOTE_ONLY,True,77,16,None
nSQUhb44s5M--84,nSQUhb44s5M--84,REMOTE_ONLY,True,115,22,None
nSQUhb44s5M--85,nSQUhb44s5M--85,REMOTE_ONLY,True,32,7,None
nSQUhb44s5M--86,nSQUhb44s5M--86,REMOTE_ONLY,True,27,6,None
nSQUhb44s5M--87,nSQUhb44s5M--87,REMOTE_ONLY,True,17,3,None
nSQUhb44s5M--88,nSQUhb44s5M--88,REMOTE_ONLY,True,26,5,None
nSQUhb44s5M--89,nSQUhb44s5M--89,REMOTE_ONLY,True,31,6,None
nSQUhb44s5M--90,nSQUhb44s5M--90,REMOTE_ONLY,True,8,2,None
nSQUhb44s5M--91,nSQUhb44s5M--91,REMOTE_ONLY,True,4,1,None
nSQUhb44s5M--92,nSQUhb44s5M--92,REMOTE_ONLY,True,16,3,None
nSQUhb44s5M--93,nSQUhb44s5M--93,REMOTE_ONLY,True,9,2,None
nSQUhb44s5M--94,nSQUhb44s5M--94,REMOTE_ONLY,True,4,1,None
nSQUhb44s5M--95,nSQUhb44s5M--95,REMOTE_ONLY,True,4,1,None
nSQUhb44s5M--96,nSQUhb44s5M--96,REMOTE_ONLY,True,21,4,None
nSQUhb44s5M--97,nSQUhb44s5M--97,REMOTE_ONLY,True,4,1,None
nSQUhb44s5M--98,nSQUhb44s5M--98,REMOTE_ONLY,True,10,2,None
nSQUhb44s5M--99,nSQUhb44s5M--99,REMOTE_ONLY,True,1,1,None
nSQUhb44s5M--100,nSQUhb44s5M--100,REMOTE_ONLY,True,19,4,None
nSQUhb44s5M--101,nSQUhb44s5M--101,REMOTE_ONLY,True,72,12,None
nSQUhb44s5M--102,nSQUhb44s5M--102,REMOTE_ONLY,True,35,7,None
nSQUhb44s5M--103,nSQUhb44s5M--103,REMOTE_ONLY,True,31,5,None
nSQUhb44s5M--105,nSQUhb44s5M--105,REMOTE_ONLY,True,34,5,None
nSQUhb44s5M--106,nSQUhb44s5M--106,REMOTE_ONLY,True,35,7,None
nSQUhb44s5M--107,nSQUhb44s5M--107,REMOTE_ONLY,True,15,3,None
nSQUhb44s5M--108,nSQUhb44s5M--108,REMOTE_ONLY,True,19,4,None
nSQUhb44s5M--109,nSQUhb44s5M--109,REMOTE_ONLY,True,53,9,None
nSQUhb44s5M--110,nSQUhb44s5M--110,REMOTE_ONLY,True,42,6,None
nSQUhb44s5M--111,nSQUhb44s5M--111,REMOTE_ONLY,True,109,23,None
nSQUhb44s5M--112,nSQUhb44s5M--112,REMOTE_ONLY,True,21,4,None
nSQUhb44s5M--113,nSQUhb44s5M--113,REMOTE_ONLY,True,75,12,None
nSQUhb44s5M--114,nSQUhb44s5M--114,REMOTE_ONLY,True,20,5,None
nSQUhb44s5M--115,nSQUhb44s5M--115,REMOTE_ONLY,True,40,8,None
nSQUhb44s5M--116,nSQUhb44s5M--116,REMOTE_ONLY,True,16,3,None
nSQUhb44s5M--118,nSQUhb44s5M--118,REMOTE_ONLY,True,137,23,None
nSQUhb44s5M--119,nSQUhb44s5M--119,REMOTE_ONLY,True,43,7,None
nSQUhb44s5M--120,nSQUhb44s5M--120,REMOTE_ONLY,True,105,19,None
nSQUhb44s5M--121,nSQUhb44s5M--121,REMOTE_ONLY,True,60,9,None
nSQUhb44s5M--123,nSQUhb44s5M--123,REMOTE_ONLY,True,71,12,None
nSQUhb44s5M--124,nSQUhb44s5M--124,REMOTE_ONLY,True,71,12,None
nSQUhb44s5M--125,nSQUhb44s5M--125,REMOTE_ONLY,True,8,2,None
nSQUhb44s5M--127,nSQUhb44s5M--127,REMOTE_ONLY,True,67,13,None
nSQUhb44s5M--128,nSQUhb44s5M--128,REMOTE_ONLY,True,74,14,None
nSQUhb44s5M--129,nSQUhb44s5M--129,REMOTE_ONLY,True,38,5,None
nSQUhb44s5M--130,nSQUhb44s5M--130,REMOTE_ONLY,True,10,1,None
nSQUhb44s5M--131,nSQUhb44s5M--131,REMOTE_ONLY,True,1,1,None
nSQUhb44s5M--132,nSQUhb44s5M--132,REMOTE_ONLY,True,47,8,None
nSQUhb44s5M--134,nSQUhb44s5M--134,REMOTE_ONLY,True,40,8,None
nSQUhb44s5M--135,nSQUhb44s5M--135,REMOTE_ONLY,True,1,1,None
nSQUhb44s5M--136,nSQUhb44s5M--136,REMOTE_ONLY,True,68,13,None
nSQUhb44s5M--137,nSQUhb44s5M--137,REMOTE_ONLY,True,1,1,None
nSQUhb44s5M--138,nSQUhb44s5M--138,REMOTE_ONLY,True,86,16,None
nSQUhb44s5M--139,nSQUhb44s5M--139,REMOTE_ONLY,True,21,2,None
nSQUhb44s5M--140,nSQUhb44s5M--140,REMOTE_ONLY,True,1,1,None
nSQUhb44s5M--141,nSQUhb44s5M--141,REMOTE_ONLY,True,66,12,None
nSQUhb44s5M--142,nSQUhb44s5M--142,REMOTE_ONLY,True,1,1,None
nSQUhb44s5M--143,nSQUhb44s5M--143,REMOTE_ONLY,True,70,14,None
nSQUhb44s5M--144,nSQUhb44s5M--144,REMOTE_ONLY,False,0,0,None
nSQUhb44s5M--145,nSQUhb44s5M--145,REMOTE_ONLY,True,43,8,None
nSQUhb44s5M--146,nSQUhb44s5M--146,REMOTE_ONLY,False,0,0,None
nSQUhb44s5M--147,nSQUhb44s5M--147,REMOTE_ONLY,True,4,1,None
nSQUhb44s5M--148,nSQUhb44s5M--148,REMOTE_ONLY,True,47,9,None
nSQUhb44s5M--149,nSQUhb44s5M--149,REMOTE_ONLY,True,60,11,None
nSQUhb44s5M--150,nSQUhb44s5M--150,REMOTE_ONLY,True,26,5,None
nSQUhb44s5M--151,nSQUhb44s5M--151,REMOTE_ONLY,True,51,9,None
nSQUhb44s5M--152,nSQUhb44s5M--152,REMOTE_ONLY,True,9,2,None
nSQUhb44s5M--153,nSQUhb44s5M--153,REMOTE_ONLY,True,5,1,None
DG6Bx2bDqFM--0,DG6Bx2bDqFM--0,REMOTE_ONLY,True,5,1,None
DG6Bx2bDqFM--1,DG6Bx2bDqFM--1,REMOTE_ONLY,True,8,2,None
DG6Bx2bDqFM--2,DG6Bx2bDqFM--2,REMOTE_ONLY,True,65,13,None
DG6Bx2bDqFM--3,DG6Bx2bDqFM--3,REMOTE_ONLY,True,63,10,None
DG6Bx2bDqFM--4,DG6Bx2bDqFM--4,REMOTE_ONLY,True,43,11,None
DG6Bx2bDqFM--5,DG6Bx2bDqFM--5,REMOTE_ONLY,True,16,3,None
DG6Bx2bDqFM--6,DG6Bx2bDqFM--6,REMOTE_ONLY,True,71,14,None
DG6Bx2bDqFM--7,DG6Bx2bDqFM--7,REMOTE_ONLY,True,38,8,None
DG6Bx2bDqFM--8,DG6Bx2bDqFM--8,REMOTE_ONLY,True,81,16,None
DG6Bx2bDqFM--9,DG6Bx2bDqFM--9,REMOTE_ONLY,True,37,6,None
DG6Bx2bDqFM--10,DG6Bx2bDqFM--10,REMOTE_ONLY,True,120,29,None
DG6Bx2bDqFM--11,DG6Bx2bDqFM--11,REMOTE_ONLY,True,47,10,None
DG6Bx2bDqFM--12,DG6Bx2bDqFM--12,REMOTE_ONLY,True,56,12,None
DG6Bx2bDqFM--13,DG6Bx2bDqFM--13,REMOTE_ONLY,True,53,10,None
DG6Bx2bDqFM--14,DG6Bx2bDqFM--14,REMOTE_ONLY,True,58,13,None
DG6Bx2bDqFM--15,DG6Bx2bDqFM--15,REMOTE_ONLY,True,74,13,None
DG6Bx2bDqFM--16,DG6Bx2bDqFM--16,REMOTE_ONLY,True,18,3,None
DG6Bx2bDqFM--17,DG6Bx2bDqFM--17,REMOTE_ONLY,True,40,9,None
DG6Bx2bDqFM--18,DG6Bx2bDqFM--18,REMOTE_ONLY,True,30,7,None
DG6Bx2bDqFM--19,DG6Bx2bDqFM--19,REMOTE_ONLY,True,70,14,None
DG6Bx2bDqFM--20,DG6Bx2bDqFM--20,REMOTE_ONLY,True,106,17,None
DG6Bx2bDqFM--21,DG6Bx2bDqFM--21,REMOTE_ONLY,True,71,12,None
DG6Bx2bDqFM--22,DG6Bx2bDqFM--22,REMOTE_ONLY,True,57,11,None
DG6Bx2bDqFM--23,DG6Bx2bDqFM--23,REMOTE_ONLY,True,69,14,None
DG6Bx2bDqFM--24,DG6Bx2bDqFM--24,REMOTE_ONLY,True,8,1,None
DG6Bx2bDqFM--25,DG6Bx2bDqFM--25,REMOTE_ONLY,True,13,2,None
DG6Bx2bDqFM--26,DG6Bx2bDqFM--26,REMOTE_ONLY,True,8,1,None
DG6Bx2bDqFM--27,DG6Bx2bDqFM--27,REMOTE_ONLY,True,7,1,None
DG6Bx2bDqFM--28,DG6Bx2bDqFM--28,REMOTE_ONLY,True,17,2,None
DG6Bx2bDqFM--29,DG6Bx2bDqFM--29,REMOTE_ONLY,True,14,2,None
DG6Bx2bDqFM--30,DG6Bx2bDqFM--30,REMOTE_ONLY,True,27,4,None
DG6Bx2bDqFM--31,DG6Bx2bDqFM--31,REMOTE_ONLY,True,22,4,None
DG6Bx2bDqFM--32,DG6Bx2bDqFM--32,REMOTE_ONLY,True,7,1,None
DG6Bx2bDqFM--33,DG6Bx2bDqFM--33,REMOTE_ONLY,True,78,15,None
DG6Bx2bDqFM--34,DG6Bx2bDqFM--34,REMOTE_ONLY,True,40,8,None
DG6Bx2bDqFM--35,DG6Bx2bDqFM--35,REMOTE_ONLY,True,33,5,None
DG6Bx2bDqFM--36,DG6Bx2bDqFM--36,REMOTE_ONLY,True,61,9,None
DG6Bx2bDqFM--37,DG6Bx2bDqFM--37,REMOTE_ONLY,True,37,7,None
DG6Bx2bDqFM--38,DG6Bx2bDqFM--38,REMOTE_ONLY,True,21,3,None
DG6Bx2bDqFM--39,DG6Bx2bDqFM--39,REMOTE_ONLY,True,25,5,None
DG6Bx2bDqFM--40,DG6Bx2bDqFM--40,REMOTE_ONLY,True,17,2,None
DG6Bx2bDqFM--41,DG6Bx2bDqFM--41,REMOTE_ONLY,True,45,8,None
DG6Bx2bDqFM--42,DG6Bx2bDqFM--42,REMOTE_ONLY,True,87,13,None
DG6Bx2bDqFM--43,DG6Bx2bDqFM--43,REMOTE_ONLY,True,114,20,None
DG6Bx2bDqFM--44,DG6Bx2bDqFM--44,REMOTE_ONLY,True,9,1,None
DG6Bx2bDqFM--45,DG6Bx2bDqFM--45,REMOTE_ONLY,True,3,2,None
DG6Bx2bDqFM--46,DG6Bx2bDqFM--46,REMOTE_ONLY,True,69,13,None
DG6Bx2bDqFM--47,DG6Bx2bDqFM--47,REMOTE_ONLY,True,1,1,None
DG6Bx2bDqFM--48,DG6Bx2bDqFM--48,REMOTE_ONLY,True,63,12,None
DG6Bx2bDqFM--49,DG6Bx2bDqFM--49,REMOTE_ONLY,True,61,12,None
DG6Bx2bDqFM--50,DG6Bx2bDqFM--50,REMOTE_ONLY,True,9,2,None
DG6Bx2bDqFM--51,DG6Bx2bDqFM--51,REMOTE_ONLY,True,64,10,None
DG6Bx2bDqFM--52,DG6Bx2bDqFM--52,REMOTE_ONLY,True,70,12,None
DG6Bx2bDqFM--53,DG6Bx2bDqFM--53,REMOTE_ONLY,True,2,1,None
DG6Bx2bDqFM--54,DG6Bx2bDqFM--54,REMOTE_ONLY,True,49,11,None
DG6Bx2bDqFM--55,DG6Bx2bDqFM--55,REMOTE_ONLY,True,50,11,None
DG6Bx2bDqFM--56,DG6Bx2bDqFM--56,REMOTE_ONLY,True,26,5,None
DG6Bx2bDqFM--57,DG6Bx2bDqFM--57,REMOTE_ONLY,True,36,8,None
DG6Bx2bDqFM--58,DG6Bx2bDqFM--58,REMOTE_ONLY,True,35,7,None
DG6Bx2bDqFM--59,DG6Bx2bDqFM--59,REMOTE_ONLY,True,2,1,None
DG6Bx2bDqFM--60,DG6Bx2bDqFM--60,REMOTE_ONLY,True,43,7,None
DG6Bx2bDqFM--61,DG6Bx2bDqFM--61,REMOTE_ONLY,True,42,9,None
DG6Bx2bDqFM--62,DG6Bx2bDqFM--62,REMOTE_ONLY,True,89,18,None
DG6Bx2bDqFM--63,DG6Bx2bDqFM--63,REMOTE_ONLY,True,85,17,None
DG6Bx2bDqFM--64,DG6Bx2bDqFM--64,REMOTE_ONLY,True,3,1,None
DG6Bx2bDqFM--65,DG6Bx2bDqFM--65,REMOTE_ONLY,True,46,6,None
DG6Bx2bDqFM--66,DG6Bx2bDqFM--66,REMOTE_ONLY,True,49,10,None
DG6Bx2bDqFM--67,DG6Bx2bDqFM--67,REMOTE_ONLY,True,17,3,None
DG6Bx2bDqFM--68,DG6Bx2bDqFM--68,REMOTE_ONLY,True,1,1,None
DG6Bx2bDqFM--69,DG6Bx2bDqFM--69,REMOTE_ONLY,True,61,11,None
DG6Bx2bDqFM--70,DG6Bx2bDqFM--70,REMOTE_ONLY,True,63,11,None
DG6Bx2bDqFM--71,DG6Bx2bDqFM--71,REMOTE_ONLY,True,1,1,None
DG6Bx2bDqFM--72,DG6Bx2bDqFM--72,REMOTE_ONLY,True,70,12,None
DG6Bx2bDqFM--73,DG6Bx2bDqFM--73,REMOTE_ONLY,True,4,1,None
DG6Bx2bDqFM--74,DG6Bx2bDqFM--74,REMOTE_ONLY,True,33,5,None
DG6Bx2bDqFM--75,DG6Bx2bDqFM--75,REMOTE_ONLY,True,1,1,None
DG6Bx2bDqFM--76,DG6Bx2bDqFM--76,REMOTE_ONLY,True,52,8,None
DG6Bx2bDqFM--77,DG6Bx2bDqFM--77,REMOTE_ONLY,True,30,4,None
DG6Bx2bDqFM--78,DG6Bx2bDqFM--78,REMOTE_ONLY,True,18,3,None
DG6Bx2bDqFM--79,DG6Bx2bDqFM--79,REMOTE_ONLY,True,10,2,None
DG6Bx2bDqFM--80,DG6Bx2bDqFM--80,REMOTE_ONLY,True,35,6,None
DG6Bx2bDqFM--81,DG6Bx2bDqFM--81,REMOTE_ONLY,True,68,12,None
DG6Bx2bDqFM--82,DG6Bx2bDqFM--82,REMOTE_ONLY,True,6,1,None
DG6Bx2bDqFM--83,DG6Bx2bDqFM--83,REMOTE_ONLY,True,61,9,None
DG6Bx2bDqFM--84,DG6Bx2bDqFM--84,REMOTE_ONLY,True,18,4,None
DG6Bx2bDqFM--85,DG6Bx2bDqFM--85,REMOTE_ONLY,True,8,2,None
DG6Bx2bDqFM--86,DG6Bx2bDqFM--86,REMOTE_ONLY,True,20,4,None
DG6Bx2bDqFM--87,DG6Bx2bDqFM--87,REMOTE_ONLY,True,56,11,None
DG6Bx2bDqFM--88,DG6Bx2bDqFM--88,REMOTE_ONLY,True,69,13,None
DG6Bx2bDqFM--89,DG6Bx2bDqFM--89,REMOTE_ONLY,True,43,8,None
DG6Bx2bDqFM--90,DG6Bx2bDqFM--90,REMOTE_ONLY,True,19,3,None
DG6Bx2bDqFM--91,DG6Bx2bDqFM--91,REMOTE_ONLY,True,37,7,None
DG6Bx2bDqFM--92,DG6Bx2bDqFM--92,REMOTE_ONLY,True,46,8,None
DG6Bx2bDqFM--93,DG6Bx2bDqFM--93,REMOTE_ONLY,True,44,8,None
DG6Bx2bDqFM--94,DG6Bx2bDqFM--94,REMOTE_ONLY,True,63,11,None
DG6Bx2bDqFM--95,DG6Bx2bDqFM--95,REMOTE_ONLY,True,43,8,None
DG6Bx2bDqFM--96,DG6Bx2bDqFM--96,REMOTE_ONLY,True,44,7,None
DG6Bx2bDqFM--97,DG6Bx2bDqFM--97,REMOTE_ONLY,True,32,6,None
DG6Bx2bDqFM--98,DG6Bx2bDqFM--98,REMOTE_ONLY,True,51,7,None
DG6Bx2bDqFM--99,DG6Bx2bDqFM--99,REMOTE_ONLY,True,67,12,None
DG6Bx2bDqFM--100,DG6Bx2bDqFM--100,REMOTE_ONLY,True,7,1,None
DG6Bx2bDqFM--101,DG6Bx2bDqFM--101,REMOTE_ONLY,True,93,18,None
DG6Bx2bDqFM--102,DG6Bx2bDqFM--102,REMOTE_ONLY,True,10,2,None
DG6Bx2bDqFM--103,DG6Bx2bDqFM--103,REMOTE_ONLY,True,49,10,None
CO-cLZl36nI--1,CO-cLZl36nI--1,REMOTE_ONLY,True,8,2,None
CO-cLZl36nI--2,CO-cLZl36nI--2,REMOTE_ONLY,True,18,2,None
CO-cLZl36nI--3,CO-cLZl36nI--3,REMOTE_ONLY,True,16,2,None
CO-cLZl36nI--4,CO-cLZl36nI--4,REMOTE_ONLY,True,33,6,None
CO-cLZl36nI--5,CO-cLZl36nI--5,REMOTE_ONLY,True,28,6,None
CO-cLZl36nI--6,CO-cLZl36nI--6,REMOTE_ONLY,True,37,8,None
CO-cLZl36nI--7,CO-cLZl36nI--7,REMOTE_ONLY,True,48,10,None
CO-cLZl36nI--8,CO-cLZl36nI--8,REMOTE_ONLY,True,42,8,None
CO-cLZl36nI--9,CO-cLZl36nI--9,REMOTE_ONLY,True,53,11,None
CO-cLZl36nI--10,CO-cLZl36nI--10,REMOTE_ONLY,True,54,13,None
CO-cLZl36nI--12,CO-cLZl36nI--12,REMOTE_ONLY,True,79,15,None
CO-cLZl36nI--13,CO-cLZl36nI--13,REMOTE_ONLY,True,37,7,None
CO-cLZl36nI--14,CO-cLZl36nI--14,REMOTE_ONLY,True,23,3,None
CO-cLZl36nI--15,CO-cLZl36nI--15,REMOTE_ONLY,True,81,19,None
CO-cLZl36nI--17,CO-cLZl36nI--17,REMOTE_ONLY,True,37,9,None
CO-cLZl36nI--18,CO-cLZl36nI--18,REMOTE_ONLY,True,32,7,None
CO-cLZl36nI--19,CO-cLZl36nI--19,REMOTE_ONLY,True,57,14,None
CO-cLZl36nI--20,CO-cLZl36nI--20,REMOTE_ONLY,True,7,2,None
CO-cLZl36nI--21,CO-cLZl36nI--21,REMOTE_ONLY,True,64,13,None
CO-cLZl36nI--22,CO-cLZl36nI--22,REMOTE_ONLY,True,26,3,None
CO-cLZl36nI--23,CO-cLZl36nI--23,REMOTE_ONLY,True,40,9,None
CO-cLZl36nI--24,CO-cLZl36nI--24,REMOTE_ONLY,True,16,3,None
CO-cLZl36nI--25,CO-cLZl36nI--25,REMOTE_ONLY,True,38,7,None
CO-cLZl36nI--26,CO-cLZl36nI--26,REMOTE_ONLY,True,28,4,None
CO-cLZl36nI--27,CO-cLZl36nI--27,REMOTE_ONLY,True,56,14,None
CO-cLZl36nI--28,CO-cLZl36nI--28,REMOTE_ONLY,True,16,3,None
CO-cLZl36nI--29,CO-cLZl36nI--29,REMOTE_ONLY,True,34,4,None
CO-cLZl36nI--30,CO-cLZl36nI--30,REMOTE_ONLY,True,59,13,None
